strategy,stock,entry_date,exit_date,entry_type,entry_price,exit_type,exit_price,shares,profit
nn3_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn3_entry_close_exit_close,NFLX,2016-10-21,2016-10-31,close,127.5,close,124.87,78,-205.13999999999965
nn3_entry_close_exit_close,NFLX,2016-11-02,2016-11-02,close,122.34,close,122.34,81,0.0
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-02-23,2017-03-01,close,100.49,close,102.79,99,227.70000000000113
nn3_entry_close_exit_close,NVDA,2017-03-06,2017-03-07,close,97.67,close,98.74,102,109.1399999999993
nn3_entry_close_exit_close,NVDA,2017-03-06,2017-03-07,close,97.67,close,98.74,102,109.1399999999993
nn3_entry_close_exit_close,NVDA,2017-03-06,2017-03-07,close,97.67,close,98.74,102,109.1399999999993
nn3_entry_close_exit_close,NVDA,2017-03-06,2017-03-07,close,97.67,close,98.74,102,109.1399999999993
nn3_entry_close_exit_close,NVDA,2017-03-13,2017-03-20,close,101.85,close,109.45,98,744.8000000000009
nn3_entry_close_exit_close,NVDA,2017-03-13,2017-03-20,close,101.85,close,109.45,98,744.8000000000009
nn3_entry_close_exit_close,NVDA,2017-03-13,2017-03-20,close,101.85,close,109.45,98,744.8000000000009
nn3_entry_close_exit_close,NVDA,2017-03-13,2017-03-20,close,101.85,close,109.45,98,744.8000000000009
nn3_entry_close_exit_close,NVDA,2017-03-16,2017-03-20,close,103.81,close,109.45,96,541.44
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-12,2016-05-26,close,33.19,close,34.43,301,373.2400000000006
nn3_entry_close_exit_close,PFE,2016-05-16,2016-05-26,close,33.38,close,34.43,299,313.94999999999914
nn3_entry_close_exit_close,PFE,2016-05-17,2016-05-26,close,33.03,close,34.43,302,422.79999999999956
nn3_entry_close_exit_close,PFE,2016-05-17,2016-05-26,close,33.03,close,34.43,302,422.79999999999956
nn3_entry_close_exit_close,PFE,2016-05-17,2016-05-26,close,33.03,close,34.43,302,422.79999999999956
nn3_entry_close_exit_close,PFE,2016-05-17,2016-05-26,close,33.03,close,34.43,302,422.79999999999956
nn3_entry_close_exit_close,TWX,2016-10-21,2016-11-07,close,89.48,close,87.74,111,-193.140000000001
nn3_entry_close_exit_close,TWX,2016-10-21,2016-11-07,close,89.48,close,87.74,111,-193.140000000001
nn3_entry_close_exit_close,TWX,2016-10-21,2016-11-07,close,89.48,close,87.74,111,-193.140000000001
nn3_entry_close_exit_close,TWX,2016-10-21,2016-11-07,close,89.48,close,87.74,111,-193.140000000001
nn3_entry_close_exit_close,TWX,2016-10-25,2016-11-07,close,87.16,close,87.74,114,66.1199999999998
nn3_entry_close_exit_close,TWX,2016-10-25,2016-11-07,close,87.16,close,87.74,114,66.1199999999998
nn3_entry_close_exit_close,TWX,2016-10-25,2016-11-07,close,87.16,close,87.74,114,66.1199999999998
nn3_entry_close_exit_close,TWX,2016-10-25,2016-11-07,close,87.16,close,87.74,114,66.1199999999998
nn3_entry_close_exit_close,TWX,2016-10-26,2016-11-07,close,88.7,close,87.74,112,-107.52000000000089
nn3_entry_close_exit_close,VZ,2013-10-09,2013-11-13,close,46.2,close,49.99,216,818.6399999999999
nn3_entry_close_exit_close,WFC,2016-10-04,2016-10-11,close,43.75,close,45.45,228,387.60000000000065
nn3_entry_close_exit_close,WFC,2016-10-05,2016-10-11,close,44.99,close,45.45,222,102.12000000000019
nn7_entry_open_exit_open,AGN,2014-04-21,2014-04-22,open,198.05,open,204.0,50,297.49999999999943
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-23,2014-05-23,open,205.56,open,213.55,48,383.52000000000044
nn7_entry_open_exit_open,AGN,2014-04-28,2014-05-23,open,199.87,open,213.55,50,684.0000000000003
nn7_entry_open_exit_open,AGN,2014-05-07,2014-05-23,open,203.54,open,213.55,49,490.4900000000009
nn7_entry_open_exit_open,AGN,2014-05-08,2014-05-23,open,201.13,open,213.55,49,608.5800000000008
nn7_entry_open_exit_open,AGN,2014-05-09,2014-05-23,open,196.0,open,213.55,51,895.0500000000006
nn7_entry_open_exit_open,AGN,2014-05-12,2014-05-23,open,198.56,open,213.55,50,749.5000000000005
nn7_entry_open_exit_open,AGN,2014-05-13,2014-05-23,open,203.72,open,213.55,49,481.67000000000064
nn7_entry_open_exit_open,AGN,2014-05-21,2014-05-23,open,206.36,open,213.55,48,345.1199999999999
nn7_entry_open_exit_open,CRM,2016-09-23,2016-09-28,open,73.09,open,70.39,136,-367.2000000000004
nn7_entry_open_exit_open,CRM,2016-09-26,2016-09-28,open,70.5,open,70.39,141,-15.50999999999992
nn7_entry_open_exit_open,CRM,2016-09-26,2016-09-28,open,70.5,open,70.39,141,-15.50999999999992
nn7_entry_open_exit_open,CRM,2016-09-26,2016-09-28,open,70.5,open,70.39,141,-15.50999999999992
nn7_entry_open_exit_open,CRM,2016-09-26,2016-09-28,open,70.5,open,70.39,141,-15.50999999999992
nn7_entry_open_exit_open,CRM,2016-10-05,2016-10-06,open,68.21,open,71.05,146,414.6400000000005
nn7_entry_open_exit_open,CRM,2016-10-11,2016-10-20,open,73.9,open,72.97,135,-125.55000000000092
nn7_entry_open_exit_open,CRM,2016-10-12,2016-10-20,open,72.26,open,72.97,138,97.97999999999914
nn7_entry_open_exit_open,CRM,2016-10-14,2016-10-20,open,70.98,open,72.97,140,278.5999999999993
nn7_entry_open_exit_open,CRM,2016-10-17,2016-10-20,open,74.1,open,72.97,134,-151.4199999999994
nn7_entry_open_exit_open,M,2017-11-10,2017-12-08,open,19.51,open,25.37,512,3000.3199999999997
nn7_entry_open_exit_open,M,2017-11-13,2017-12-08,open,19.99,open,25.37,500,2690.0000000000014
nn7_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
nn7_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
nn7_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
nn7_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
nn7_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
nn7_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
nn7_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
nn7_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
nn7_entry_open_exit_open,MU,2015-07-30,2015-08-03,open,19.75,open,18.61,506,-576.8400000000003
nn7_entry_open_exit_open,MU,2015-08-24,2015-09-04,open,13.81,open,16.3,724,1802.7600000000002
nn7_entry_open_exit_open,MU,2015-08-28,2015-09-04,open,16.15,open,16.3,619,92.85000000000132
nn7_entry_open_exit_open,MU,2015-09-01,2015-09-04,open,15.8,open,16.3,632,316.0
nn7_entry_open_exit_open,NFLX,2016-10-13,2016-10-31,open,98.01,open,126.85,102,2941.679999999999
nn7_entry_open_exit_open,NFLX,2016-10-17,2016-10-31,open,100.5,open,126.85,99,2608.6499999999996
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-10-18,2016-10-31,open,116.63,open,126.85,85,868.6999999999999
nn7_entry_open_exit_open,NFLX,2016-11-02,2016-11-02,open,122.83,open,122.83,81,0.0
nn7_entry_open_exit_open,NVDA,2017-03-01,2017-03-24,open,103.79,open,108.97,96,497.2799999999993
nn7_entry_open_exit_open,NVDA,2017-03-06,2017-03-24,open,96.96,open,108.97,103,1237.0300000000004
nn7_entry_open_exit_open,NVDA,2017-03-06,2017-03-24,open,96.96,open,108.97,103,1237.0300000000004
nn7_entry_open_exit_open,NVDA,2017-03-06,2017-03-24,open,96.96,open,108.97,103,1237.0300000000004
nn7_entry_open_exit_open,NVDA,2017-03-06,2017-03-24,open,96.96,open,108.97,103,1237.0300000000004
nn7_entry_open_exit_open,NVDA,2017-03-07,2017-03-24,open,97.67,open,108.97,102,1152.5999999999997
nn7_entry_open_exit_open,NVDA,2017-03-13,2017-03-24,open,99.54,open,108.97,100,942.9999999999993
nn7_entry_open_exit_open,NVDA,2017-03-13,2017-03-24,open,99.54,open,108.97,100,942.9999999999993
nn7_entry_open_exit_open,NVDA,2017-03-13,2017-03-24,open,99.54,open,108.97,100,942.9999999999993
nn7_entry_open_exit_open,NVDA,2017-03-13,2017-03-24,open,99.54,open,108.97,100,942.9999999999993
nn7_entry_open_exit_open,NVDA,2017-03-16,2017-03-24,open,102.98,open,108.97,97,581.0299999999995
nn7_entry_open_exit_open,NVDA,2017-03-20,2017-03-24,open,106.78,open,108.97,93,203.6699999999998
nn7_entry_open_exit_close,AGN,2014-04-21,2014-04-22,open,198.05,close,205.67,50,380.9999999999988
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-23,2014-05-23,open,205.56,close,213.77,48,394.0800000000004
nn7_entry_open_exit_close,AGN,2014-04-28,2014-05-23,open,199.87,close,213.77,50,695.0000000000002
nn7_entry_open_exit_close,AGN,2014-05-07,2014-05-23,open,203.54,close,213.77,49,501.2700000000009
nn7_entry_open_exit_close,AGN,2014-05-08,2014-05-23,open,201.13,close,213.77,49,619.3600000000007
nn7_entry_open_exit_close,AGN,2014-05-09,2014-05-23,open,196.0,close,213.77,51,906.2700000000006
nn7_entry_open_exit_close,AGN,2014-05-12,2014-05-23,open,198.56,close,213.77,50,760.5000000000005
nn7_entry_open_exit_close,AGN,2014-05-13,2014-05-23,open,203.72,close,213.77,49,492.45000000000056
nn7_entry_open_exit_close,AGN,2014-05-21,2014-05-23,open,206.36,close,213.77,48,355.67999999999984
nn7_entry_open_exit_close,CRM,2016-09-23,2016-09-28,open,73.09,close,71.62,136,-199.91999999999985
nn7_entry_open_exit_close,CRM,2016-09-26,2016-09-28,open,70.5,close,71.62,141,157.92000000000064
nn7_entry_open_exit_close,CRM,2016-09-26,2016-09-28,open,70.5,close,71.62,141,157.92000000000064
nn7_entry_open_exit_close,CRM,2016-09-26,2016-09-28,open,70.5,close,71.62,141,157.92000000000064
nn7_entry_open_exit_close,CRM,2016-09-26,2016-09-28,open,70.5,close,71.62,141,157.92000000000064
nn7_entry_open_exit_close,CRM,2016-10-05,2016-10-06,open,68.21,close,71.26,146,445.30000000000166
nn7_entry_open_exit_close,CRM,2016-10-11,2016-10-20,open,73.9,close,72.59,135,-176.8500000000003
nn7_entry_open_exit_close,CRM,2016-10-12,2016-10-20,open,72.26,close,72.59,138,45.539999999999765
nn7_entry_open_exit_close,CRM,2016-10-14,2016-10-20,open,70.98,close,72.59,140,225.39999999999992
nn7_entry_open_exit_close,CRM,2016-10-17,2016-10-20,open,74.1,close,72.59,134,-202.33999999999878
nn7_entry_open_exit_close,M,2017-11-10,2017-12-08,open,19.51,close,25.8,512,3220.4799999999996
nn7_entry_open_exit_close,M,2017-11-13,2017-12-08,open,19.99,close,25.8,500,2905.000000000001
nn7_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
nn7_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
nn7_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
nn7_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
nn7_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
nn7_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
nn7_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
nn7_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
nn7_entry_open_exit_close,MU,2015-07-30,2015-08-03,open,19.75,close,19.0,506,-379.5
nn7_entry_open_exit_close,MU,2015-08-24,2015-09-04,open,13.81,close,16.82,724,2179.24
nn7_entry_open_exit_close,MU,2015-08-28,2015-09-04,open,16.15,close,16.82,619,414.73000000000104
nn7_entry_open_exit_close,MU,2015-09-01,2015-09-04,open,15.8,close,16.82,632,644.6399999999998
nn7_entry_open_exit_close,NFLX,2016-10-13,2016-10-31,open,98.01,close,124.87,102,2739.72
nn7_entry_open_exit_close,NFLX,2016-10-17,2016-10-31,open,100.5,close,124.87,99,2412.6300000000006
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-10-18,2016-10-31,open,116.63,close,124.87,85,700.4000000000008
nn7_entry_open_exit_close,NFLX,2016-11-02,2016-11-02,open,122.83,close,122.34,81,-39.689999999999586
nn7_entry_open_exit_close,NVDA,2017-03-01,2017-03-24,open,103.79,close,107.47,96,353.2799999999993
nn7_entry_open_exit_close,NVDA,2017-03-06,2017-03-24,open,96.96,close,107.47,103,1082.5300000000004
nn7_entry_open_exit_close,NVDA,2017-03-06,2017-03-24,open,96.96,close,107.47,103,1082.5300000000004
nn7_entry_open_exit_close,NVDA,2017-03-06,2017-03-24,open,96.96,close,107.47,103,1082.5300000000004
nn7_entry_open_exit_close,NVDA,2017-03-06,2017-03-24,open,96.96,close,107.47,103,1082.5300000000004
nn7_entry_open_exit_close,NVDA,2017-03-07,2017-03-24,open,97.67,close,107.47,102,999.5999999999997
nn7_entry_open_exit_close,NVDA,2017-03-13,2017-03-24,open,99.54,close,107.47,100,792.9999999999993
nn7_entry_open_exit_close,NVDA,2017-03-13,2017-03-24,open,99.54,close,107.47,100,792.9999999999993
