strategy,stock,entry_date,exit_date,entry_type,entry_price,exit_type,exit_price,shares,profit
nn7_entry_open_exit_close,NVDA,2017-03-13,2017-03-24,open,99.54,close,107.47,100,792.9999999999993
nn7_entry_open_exit_close,NVDA,2017-03-13,2017-03-24,open,99.54,close,107.47,100,792.9999999999993
nn7_entry_open_exit_close,NVDA,2017-03-16,2017-03-24,open,102.98,close,107.47,97,435.5299999999995
nn7_entry_open_exit_close,NVDA,2017-03-20,2017-03-24,open,106.78,close,107.47,93,64.16999999999979
nn7_entry_close_exit_open,AGN,2014-04-21,2014-04-22,close,202.91,open,204.0,49,53.41000000000017
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-23,2014-05-23,close,203.51,open,213.55,49,491.960000000001
nn7_entry_close_exit_open,AGN,2014-04-28,2014-05-23,close,196.9,open,213.55,50,832.5000000000002
nn7_entry_close_exit_open,AGN,2014-05-07,2014-05-23,close,202.0,open,213.55,49,565.9500000000005
nn7_entry_close_exit_open,AGN,2014-05-08,2014-05-23,close,197.05,open,213.55,50,825.0
nn7_entry_close_exit_open,AGN,2014-05-09,2014-05-23,close,196.18,open,213.55,50,868.5000000000002
nn7_entry_close_exit_open,AGN,2014-05-12,2014-05-23,close,203.19,open,213.55,49,507.64000000000067
nn7_entry_close_exit_open,AGN,2014-05-13,2014-05-23,close,206.97,open,213.55,48,315.8400000000006
nn7_entry_close_exit_open,AGN,2014-05-21,2014-05-23,close,208.25,open,213.55,48,254.40000000000055
nn7_entry_close_exit_open,CRM,2016-09-23,2016-09-28,close,70.39,open,70.39,142,0.0
nn7_entry_close_exit_open,CRM,2016-09-26,2016-09-28,close,70.19,open,70.39,142,28.400000000000404
nn7_entry_close_exit_open,CRM,2016-09-26,2016-09-28,close,70.19,open,70.39,142,28.400000000000404
nn7_entry_close_exit_open,CRM,2016-09-26,2016-09-28,close,70.19,open,70.39,142,28.400000000000404
nn7_entry_close_exit_open,CRM,2016-09-26,2016-09-28,close,70.19,open,70.39,142,28.400000000000404
nn7_entry_close_exit_open,CRM,2016-10-05,2016-10-06,close,68.42,open,71.05,146,383.97999999999934
nn7_entry_close_exit_open,CRM,2016-10-11,2016-10-20,close,72.42,open,72.97,138,75.89999999999961
nn7_entry_close_exit_open,CRM,2016-10-12,2016-10-20,close,72.23,open,72.97,138,102.1199999999993
nn7_entry_close_exit_open,CRM,2016-10-14,2016-10-20,close,74.27,open,72.97,134,-174.19999999999962
nn7_entry_close_exit_open,CRM,2016-10-17,2016-10-20,close,72.83,open,72.97,137,19.180000000000078
nn7_entry_close_exit_open,M,2017-11-10,2017-12-08,close,19.98,open,25.37,500,2695.0000000000005
nn7_entry_close_exit_open,M,2017-11-13,2017-12-08,close,19.33,open,25.37,517,3122.680000000001
nn7_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
nn7_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
nn7_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
nn7_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
nn7_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
nn7_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
nn7_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
nn7_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
nn7_entry_close_exit_open,MU,2015-07-30,2015-08-03,close,19.9,open,18.61,502,-647.5799999999996
nn7_entry_close_exit_open,MU,2015-08-24,2015-09-04,close,14.44,open,16.3,692,1287.1200000000008
nn7_entry_close_exit_open,MU,2015-08-28,2015-09-04,close,15.96,open,16.3,626,212.83999999999992
nn7_entry_close_exit_open,MU,2015-09-01,2015-09-04,close,15.82,open,16.3,632,303.36000000000024
nn7_entry_close_exit_open,NFLX,2016-10-13,2016-10-31,close,100.23,open,126.85,99,2635.379999999999
nn7_entry_close_exit_open,NFLX,2016-10-17,2016-10-31,close,99.8,open,126.85,100,2704.9999999999995
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-10-18,2016-10-31,close,118.79,open,126.85,84,677.039999999999
nn7_entry_close_exit_open,NFLX,2016-11-02,2016-11-02,close,122.34,open,122.83,81,39.689999999999586
nn7_entry_close_exit_open,NVDA,2017-03-01,2017-03-24,close,102.79,open,108.97,97,599.4599999999992
nn7_entry_close_exit_open,NVDA,2017-03-06,2017-03-24,close,97.67,open,108.97,102,1152.5999999999997
nn7_entry_close_exit_open,NVDA,2017-03-06,2017-03-24,close,97.67,open,108.97,102,1152.5999999999997
nn7_entry_close_exit_open,NVDA,2017-03-06,2017-03-24,close,97.67,open,108.97,102,1152.5999999999997
nn7_entry_close_exit_open,NVDA,2017-03-06,2017-03-24,close,97.67,open,108.97,102,1152.5999999999997
nn7_entry_close_exit_open,NVDA,2017-03-07,2017-03-24,close,98.74,open,108.97,101,1033.2300000000005
nn7_entry_close_exit_open,NVDA,2017-03-13,2017-03-24,close,101.85,open,108.97,98,697.7600000000004
nn7_entry_close_exit_open,NVDA,2017-03-13,2017-03-24,close,101.85,open,108.97,98,697.7600000000004
nn7_entry_close_exit_open,NVDA,2017-03-13,2017-03-24,close,101.85,open,108.97,98,697.7600000000004
nn7_entry_close_exit_open,NVDA,2017-03-13,2017-03-24,close,101.85,open,108.97,98,697.7600000000004
nn7_entry_close_exit_open,NVDA,2017-03-16,2017-03-24,close,103.81,open,108.97,96,495.3599999999997
nn7_entry_close_exit_open,NVDA,2017-03-20,2017-03-24,close,109.45,open,108.97,91,-43.68000000000036
nn7_entry_close_exit_close,AGN,2014-04-21,2014-04-22,close,202.91,close,205.67,49,135.23999999999955
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-23,2014-05-23,close,203.51,close,213.77,49,502.7400000000009
nn7_entry_close_exit_close,AGN,2014-04-28,2014-05-23,close,196.9,close,213.77,50,843.5000000000002
nn7_entry_close_exit_close,AGN,2014-05-07,2014-05-23,close,202.0,close,213.77,49,576.7300000000005
nn7_entry_close_exit_close,AGN,2014-05-08,2014-05-23,close,197.05,close,213.77,50,836.0
nn7_entry_close_exit_close,AGN,2014-05-09,2014-05-23,close,196.18,close,213.77,50,879.5000000000002
nn7_entry_close_exit_close,AGN,2014-05-12,2014-05-23,close,203.19,close,213.77,49,518.4200000000006
nn7_entry_close_exit_close,AGN,2014-05-13,2014-05-23,close,206.97,close,213.77,48,326.40000000000055
nn7_entry_close_exit_close,AGN,2014-05-21,2014-05-23,close,208.25,close,213.77,48,264.9600000000005
nn7_entry_close_exit_close,CRM,2016-09-23,2016-09-28,close,70.39,close,71.62,142,174.66000000000057
nn7_entry_close_exit_close,CRM,2016-09-26,2016-09-28,close,70.19,close,71.62,142,203.06000000000097
nn7_entry_close_exit_close,CRM,2016-09-26,2016-09-28,close,70.19,close,71.62,142,203.06000000000097
nn7_entry_close_exit_close,CRM,2016-09-26,2016-09-28,close,70.19,close,71.62,142,203.06000000000097
nn7_entry_close_exit_close,CRM,2016-09-26,2016-09-28,close,70.19,close,71.62,142,203.06000000000097
nn7_entry_close_exit_close,CRM,2016-10-05,2016-10-06,close,68.42,close,71.26,146,414.6400000000005
nn7_entry_close_exit_close,CRM,2016-10-11,2016-10-20,close,72.42,close,72.59,138,23.460000000000235
nn7_entry_close_exit_close,CRM,2016-10-12,2016-10-20,close,72.23,close,72.59,138,49.67999999999992
nn7_entry_close_exit_close,CRM,2016-10-14,2016-10-20,close,74.27,close,72.59,134,-225.119999999999
nn7_entry_close_exit_close,CRM,2016-10-17,2016-10-20,close,72.83,close,72.59,137,-32.8799999999993
nn7_entry_close_exit_close,M,2017-11-10,2017-12-08,close,19.98,close,25.8,500,2910.0
nn7_entry_close_exit_close,M,2017-11-13,2017-12-08,close,19.33,close,25.8,517,3344.990000000001
nn7_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
nn7_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
nn7_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
nn7_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
nn7_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
nn7_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
nn7_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
nn7_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
nn7_entry_close_exit_close,MU,2015-07-30,2015-08-03,close,19.9,close,19.0,502,-451.7999999999993
nn7_entry_close_exit_close,MU,2015-08-24,2015-09-04,close,14.44,close,16.82,692,1646.9600000000005
nn7_entry_close_exit_close,MU,2015-08-28,2015-09-04,close,15.96,close,16.82,626,538.3599999999997
nn7_entry_close_exit_close,MU,2015-09-01,2015-09-04,close,15.82,close,16.82,632,632.0
nn7_entry_close_exit_close,NFLX,2016-10-13,2016-10-31,close,100.23,close,124.87,99,2439.36
nn7_entry_close_exit_close,NFLX,2016-10-17,2016-10-31,close,99.8,close,124.87,100,2507.000000000001
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-10-18,2016-10-31,close,118.79,close,124.87,84,510.71999999999986
nn7_entry_close_exit_close,NFLX,2016-11-02,2016-11-02,close,122.34,close,122.34,81,0.0
nn7_entry_close_exit_close,NVDA,2017-03-01,2017-03-24,close,102.79,close,107.47,97,453.9599999999993
nn7_entry_close_exit_close,NVDA,2017-03-06,2017-03-24,close,97.67,close,107.47,102,999.5999999999997
nn7_entry_close_exit_close,NVDA,2017-03-06,2017-03-24,close,97.67,close,107.47,102,999.5999999999997
nn7_entry_close_exit_close,NVDA,2017-03-06,2017-03-24,close,97.67,close,107.47,102,999.5999999999997
nn7_entry_close_exit_close,NVDA,2017-03-06,2017-03-24,close,97.67,close,107.47,102,999.5999999999997
nn7_entry_close_exit_close,NVDA,2017-03-07,2017-03-24,close,98.74,close,107.47,101,881.7300000000004
nn7_entry_close_exit_close,NVDA,2017-03-13,2017-03-24,close,101.85,close,107.47,98,550.7600000000004
nn7_entry_close_exit_close,NVDA,2017-03-13,2017-03-24,close,101.85,close,107.47,98,550.7600000000004
nn7_entry_close_exit_close,NVDA,2017-03-13,2017-03-24,close,101.85,close,107.47,98,550.7600000000004
nn7_entry_close_exit_close,NVDA,2017-03-13,2017-03-24,close,101.85,close,107.47,98,550.7600000000004
nn7_entry_close_exit_close,NVDA,2017-03-16,2017-03-24,close,103.81,close,107.47,96,351.3599999999997
nn7_entry_close_exit_close,NVDA,2017-03-20,2017-03-24,close,109.45,close,107.47,91,-180.18000000000035
